,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,individual importance,total importance,individual std,total std
980,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,6.143214901813674e-05,0.20481625088784128,6.983671034213644e-06,0.00015803302406793585
390,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_stratify_split,,,,,,6.127146777951937e-05,0.16837876951022912,6.2955906521459166e-06,0.000154873023927595
569,sett_encode_categorical,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,,,,,,6.0763286935712347e-05,0.5942244428523938,4.399798423461848e-06,0.00017530505938225427
641,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_stratify_split,,,,,6.07424040791166e-05,0.9149951019271602,6.398554065853564e-06,0.0003029749612905358
717,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,6.0634387009266176e-05,0.035136775651783164,5.760915663503908e-06,9.317540140375892e-05
45,sett_model,sett_preprocess_age,,,,,,,,,6.0075378918579615e-05,0.00039221132708490864,4.813274683364146e-06,9.138387938986054e-06
608,sett_exclude_features,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,5.976858319159324e-05,0.7428669310014021,5.78951538620393e-06,0.000221585170631483
686,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_stratify_split,,,,,5.965824690093976e-05,0.17954424657781096,6.516690694738151e-06,0.000142790127135631
58,sett_cutoff,sett_encode_categorical,sett_model,,,,,,,,5.9650275668150375e-05,0.021846594074861524,3.7199608071055757e-06,8.226300129852538e-05
886,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,5.9443517349174934e-05,0.9350640190752249,6.503860264145247e-06,0.0003091846723024759
444,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,,,,,,5.9392442083969086e-05,0.627779633669898,4.412752138336094e-06,0.00026259732369936754
24,sett_encode_categorical,sett_preprocess_income,,,,,,,,,5.915929694054274e-05,0.0009317180734620364,4.8629667935297784e-06,2.8787056822768784e-05
347,sett_exclude_features,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,5.882863470519605e-05,0.08097790027031726,5.7158868664017776e-06,0.00011404361070262384
187,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_stratify_split,,,,,,,5.867945389697139e-05,0.16423493532581263,7.68974177318165e-06,0.00015600947105065565
227,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,,,,,,,5.852218424513578e-05,0.6217108482119683,4.697643640653255e-06,0.00025111964347787055
131,sett_exclude_features,sett_model,sett_preprocess_income,,,,,,,,5.79802247024023e-05,0.005753648146313433,5.172837181965796e-06,5.100975645784059e-05
207,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_scale,,,,,,,5.782726172658839e-05,0.02558662536338585,4.790801277642663e-06,9.323003029782442e-05
106,sett_encode_categorical,sett_fairness_grouping,sett_preprocess_income,,,,,,,,5.768700607228897e-05,0.5828205576499754,4.337555474183172e-06,0.00015745334581617393
410,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_stratify_split,,,,,,5.7496421645869e-05,0.906283854050873,8.311294164873618e-06,0.00032036241057319673
243,sett_cutoff,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,,,,,,,5.702294810775348e-05,0.6200410877061522,5.093523051608347e-06,0.00022605027717414024
351,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,,5.67740968405853e-05,0.5892370100790456,6.46335465842979e-06,0.0001664175740846068
897,sett_cutoff,sett_encode_categorical,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,5.648291415685994e-05,0.6439482415835682,5.999725899777789e-06,0.00022445841893839406
172,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,,5.6463300174173676e-05,0.07890240578487581,3.785131668001231e-06,0.00012000789878305339
893,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,5.54016131104836e-05,0.18236872678570237,7.075559483757716e-06,0.0001413598488731247
989,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,5.5038943605997494e-05,0.9406744667885335,7.043122350433762e-06,0.0002794843817093345
1004,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,5.479422435775572e-05,0.7696695987702332,5.764626358598333e-06,0.00026598906061292045
942,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,5.476514234815451e-05,0.09347887313310849,6.2346848908587904e-06,0.00015095854177225775
744,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,,,5.464539546651411e-05,0.9173277544322973,5.095181834527203e-06,0.0002772534385795421
74,sett_cutoff,sett_exclude_subgroups,sett_scale,,,,,,,,5.4028266919726e-05,0.022813218353846015,4.378959906162212e-06,8.028684101493355e-05
702,sett_cutoff,sett_encode_categorical,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,,5.339983602932307e-05,0.03618857612993866,6.412742784852774e-06,7.028082147353961e-05
582,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,,5.319210263621187e-05,0.5975849536350213,5.345641594280052e-06,0.00019490937362643117
377,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,,5.3131685177482436e-05,0.7392621319676963,3.940496924712921e-06,0.00024382168458479727
862,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_scale,sett_stratify_split,,,,5.207745234133977e-05,0.1862678758993609,2.687851787322626e-06,0.00019140623777990815
972,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_scale,sett_stratify_split,,,5.1783864112220135e-05,0.9501463714572677,3.0742615445023958e-06,0.000348288133924643
488,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,5.162788320724779e-05,0.16986923823214237,5.4058202948060926e-06,0.0001411780146012874
627,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,5.1154191771879604e-05,0.08471848166768645,5.520431807712252e-06,0.00010243412020076808
181,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_stratify_split,,,,,,,5.113240032592443e-05,0.16478958721222517,7.394973493993025e-06,0.00015823908931303447
395,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_fairness_grouping,sett_stratify_split,,,,,,5.043663219416882e-05,0.9057137852139534,6.992573816394873e-06,0.00032203387745583846
540,sett_encode_categorical,sett_exclude_features,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,5.0433895628325284e-05,0.0872927128122187,6.843652640125042e-06,0.00010823148400098678
841,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,5.025089288022351e-05,0.7513717148657644,5.649165537741523e-06,0.00019702047446202447
927,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.990984632728127e-05,0.947555767345729,3.760336829764093e-06,0.00031910393378949695
864,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,4.952122707223751e-05,0.17458216564812515,4.9243352568282386e-06,0.0001545982172655282
589,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,4.9515441492719034e-05,0.7486428318482783,7.185828761484108e-06,0.0002544701955925018
974,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,4.9486673979292854e-05,0.9270885672034364,4.9024680157738575e-06,0.00024633064554997655
460,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,,,,,,4.946013443455709e-05,0.6231729011151046,5.338543511724882e-06,0.00024757743678988504
755,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,4.906312669981298e-05,0.18651778471318342,4.193196175993861e-06,0.0001529814596280279
787,sett_encode_categorical,sett_exclude_features,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,4.86347596611155e-05,0.7546787952162574,6.638931872547344e-06,0.00021538860026402583
328,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,,4.8438540202215845e-05,0.08239581238614441,7.3585976188200064e-06,0.0001227584190975448
887,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_scale,sett_stratify_split,,,,4.8256732500552734e-05,0.92506977984776,2.6064804442809025e-06,0.0003451127637718917
900,sett_cutoff,sett_encode_categorical,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.8237208414018485e-05,0.9415604475575695,3.829763627945677e-06,0.0003409500987569366
660,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,4.817482018920274e-05,0.9132292915242715,5.206845371270308e-06,0.00028313388349891197
703,sett_cutoff,sett_encode_categorical,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,4.7884807583196514e-05,0.17731824540991623,8.263525580562084e-06,0.0001210993997672723
898,sett_cutoff,sett_encode_categorical,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,4.7795783700403996e-05,0.9296927853087802,8.397396057970868e-06,0.00028626855770055143
49,sett_preprocess_age,sett_preprocess_income,,,,,,,,,4.77424641337058e-05,0.0009165244637793661,4.239250520799236e-06,2.6649984396871308e-05
687,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_scale,sett_stratify_split,,,,,4.7685972337594855e-05,0.17413898062581742,2.490330747808767e-06,0.00016785411559270982
404,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_preprocess_income,sett_stratify_split,,,,,,4.7536814750252684e-05,0.16871686845531725,5.585665064718654e-06,0.00013995673547118005
1002,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,4.7185426229981705e-05,0.9530053064102897,5.923775331497903e-06,0.000276229806984016
321,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,,,4.7004056084836766e-05,0.007592040234995337,4.515752527934086e-06,7.165379783062562e-05
929,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.6989536009283433e-05,0.18926436562114798,5.77310823737647e-06,0.0001337510994325613
447,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,,4.648849313038854e-05,0.0336800658526631,4.224029598031425e-06,0.00010359262702636481
305,sett_encode_categorical,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,,,4.6277400242979856e-05,0.003652331841271652,6.013498979728528e-06,4.2438463474405016e-05
912,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.6052457848992354e-05,0.9309732854905632,3.862710271086647e-06,0.00032193271508958567
726,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,4.599624181786664e-05,0.1768432555006916,3.597541453235237e-06,0.00016847146878847883
423,sett_cutoff,sett_encode_categorical,sett_fairness_grouping,sett_model,sett_scale,,,,,,4.589043669185508e-05,0.6229982650056036,2.537262673570389e-06,0.00025225673403604155
650,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,4.585884494695772e-05,0.17286388841589903,4.945276038739145e-06,0.0001552571427010598
1011,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,4.546572168886275e-05,0.77993135349015,6.632511770970173e-06,0.00027885867421202875
855,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,4.543152758626209e-05,0.92365549741276,4.92109955801029e-06,0.0002905859340017131
705,sett_cutoff,sett_encode_categorical,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,4.5360944828653804e-05,0.18417471818364353,3.0195829900770188e-06,0.00014658559074903692
964,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.4997810000548165e-05,0.09943348898835441,6.209184491813494e-06,0.00015619656224966503
777,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_stratify_split,,,,,4.4720540040721335e-05,0.09142957236811111,4.960867795052489e-06,0.00013143330183150578
195,sett_cutoff,sett_encode_categorical,sett_model,sett_scale,,,,,,,4.457270450106487e-05,0.024367438162891435,2.7715230238381656e-06,8.124835758176694e-05
598,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,4.4564348015893985e-05,0.08284677977458865,4.323082900848167e-06,0.00011912201185551307
188,sett_cutoff,sett_encode_categorical,sett_fairness_grouping,sett_model,,,,,,,4.449530197533081e-05,0.6186639462878112,1.5064898348632454e-06,0.0002545047733016206
915,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_scale,sett_stratify_split,,,,4.4423015769299445e-05,0.1865126382408667,3.469001253578164e-06,0.00018608026759191836
997,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_scale,sett_stratify_split,,,4.4418156868521666e-05,0.9508038655710407,3.371076665913475e-06,0.00030076806255375816
935,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,4.4354307415135356e-05,0.7656813746472183,4.68324046552758e-06,0.0002498594874860727
66,sett_cutoff,sett_exclude_features,sett_preprocess_age,,,,,,,,4.4166620820423014e-05,0.022121130788357347,3.4958135226143557e-06,9.126165992863804e-05
826,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,4.385500273532952e-05,0.7495466941935768,4.2365423350693465e-06,0.00023388289808334915
414,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_stratify_split,,,,,,4.373793952837571e-05,0.17000694248023257,4.239487300026613e-06,0.00014875176249266766
859,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_stratify_split,,,,4.3589158482340944e-05,0.18236706594757002,5.106628909044499e-06,0.0001951408129168163
708,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,,4.3554976865674394e-05,0.6430841999367274,4.064008456264907e-06,0.00021695076924552453
969,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_stratify_split,,,4.3355678572137615e-05,0.9427355139620323,5.076914163626411e-06,0.00032587621952676976
651,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_scale,sett_stratify_split,,,,,4.328062348033078e-05,0.17124840626255214,4.5704847471179014e-06,0.00016346624782824683
218,sett_cutoff,sett_exclude_features,sett_preprocess_age,sett_preprocess_income,,,,,,,4.285405130047341e-05,0.024438843701349883,4.66376973846522e-06,8.757157434808621e-05
856,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,4.279832067840773e-05,0.9205393977764245,4.4609903862236216e-06,0.0003230615774127981
802,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_stratify_split,,,,,4.276482942568758e-05,0.7512912493712665,4.3099837237217404e-06,0.00021939644684594565
41,sett_fairness_grouping,sett_preprocess_age,,,,,,,,,4.276273803423398e-05,0.5813171058332811,3.7090322790761845e-06,0.0001714857069499942
111,sett_encode_categorical,sett_model,sett_scale,,,,,,,,4.274561925221769e-05,0.002572446828633354,2.502241213502708e-06,2.463128214269792e-05
675,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_stratify_split,,,,,4.2473958993550896e-05,0.917359733173301,3.960323413889083e-06,0.0003125035020877042
21,sett_encode_categorical,sett_fairness_grouping,,,,,,,,,4.220084438498631e-05,0.5813203207165077,3.93270189509281e-06,0.00016848198257346118
146,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,,,,4.1888476588433434e-05,0.003896546770071222,5.327696135901228e-06,5.0248122926531514e-05
159,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,,,,,,,,4.174095246904334e-05,0.5827899798803388,3.7313286131284675e-06,0.00015860914416063383
560,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_stratify_split,,,,,,4.173192117991708e-05,0.08473342092782682,4.283535047383552e-06,0.00010669941862883017
740,sett_cutoff,sett_exclude_features,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,4.125260052311854e-05,0.1900914192154381,5.981138161071906e-06,0.00014910235089794815
757,sett_cutoff,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,,4.1246964324971795e-05,0.6410824009286754,5.81555717619011e-06,0.0002258395218003393
967,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,,,4.103621083154598e-05,0.6488234680442566,3.5788122727579407e-06,0.00024342011454568958
857,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,,,,4.083155464401748e-05,0.036757973494220914,3.3058568692009134e-06,9.806310957036752e-05
921,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,4.075714759044291e-05,0.953658430947287,5.737733431431332e-06,0.00027257734602960203
1001,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,3.9319863628870994e-05,0.9606826005588585,1.1755618038052014e-05,0.00030240567128887985
226,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,,,,,,,3.925743983104447e-05,0.6230572396499376,2.855344994351753e-06,0.00022998081092955914
153,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,,,3.9136022566833804e-05,0.0794747279009032,3.7475234604274595e-06,0.0001236488681279051
576,sett_encode_categorical,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,,,3.905917962926259e-05,0.00872424333204903,4.231085815263704e-06,5.079561595003954e-05
923,sett_cutoff,sett_exclude_features,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,,3.9011324261636364e-05,0.1936544911730107,1.1703223354462371e-05,0.00016311676203507457
458,sett_cutoff,sett_exclude_features,sett_fairness_grouping,sett_model,sett_scale,,,,,,3.885311576915282e-05,0.629332884636503,2.5812690891574445e-06,0.0002524607856063244
419,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_preprocess_income,sett_stratify_split,,,,,,3.832651943036633e-05,0.16796029291373185,4.5536085693303005e-06,0.0001579655559426525
680,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,3.808286003969352e-05,0.9132813698577357,5.007025544259493e-06,0.00031736781532696505
832,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,3.796225005869578e-05,0.09741596947902867,4.791327479507443e-06,0.0001442959243742272
358,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_stratify_split,,,,,,,3.783406925084882e-05,0.7421122650409527,4.343084147611789e-06,0.00026447046150017834
742,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,3.7648007394104354e-05,0.6337457922490002,4.23288011496302e-06,0.00021374356186897272
962,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,3.738508920677071e-05,0.7760281733128973,4.6860045807143865e-06,0.0002784959067240232
655,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_fairness_grouping,sett_model,sett_stratify_split,,,,,3.721584680998125e-05,0.9225858365944124,3.827451411849876e-06,0.000338261758754111
917,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,,3.7033109770436226e-05,0.17849029965429158,5.566243558554624e-06,0.00016504487996922502
230,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,,,3.6881156815333384e-05,0.028709134237585417,4.450624936466512e-06,8.908499217390117e-05
399,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_model,sett_stratify_split,,,,,,3.684321528870944e-05,0.17315946914318675,3.771233714098257e-06,0.00017479908186954218
73,sett_cutoff,sett_exclude_subgroups,sett_preprocess_income,,,,,,,,3.6745354624242814e-05,0.02359000036246644,4.185863044141004e-06,7.825310970768778e-05
380,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,,,,3.6517011959726276e-05,0.008061793496664482,7.0005140136714126e-06,4.8853645853819144e-05
317,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,,,,,,,3.649028844696836e-05,0.589593530454422,4.562638910094851e-06,0.0001837128158445134
383,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,,,3.6404244401856e-05,0.0872107421815063,3.95207201963247e-06,0.00010295297963065948
999,sett_cutoff,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,3.6398605509398006e-05,0.9342675140997241,5.5833403825796565e-06,0.0002900307908579278
486,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,,3.6357310422358314e-05,0.029539001103070207,4.238554543697416e-06,6.691801652897295e-05
749,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,3.6101740073500826e-05,0.9130492224133236,4.924163136460089e-06,0.00029282119026481293
506,sett_cutoff,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,,,,,,3.584558974000569e-05,0.03463131570089263,5.666166167809679e-06,7.434456541010012e-05
99,sett_encode_categorical,sett_exclude_subgroups,sett_model,,,,,,,,3.581062405996337e-05,0.0013835541989351925,3.5597857487701907e-06,2.4620740567690604e-05
493,sett_cutoff,sett_exclude_subgroups,sett_preprocess_age,sett_preprocess_income,sett_stratify_split,,,,,,3.5764943170608886e-05,0.1678220258867419,4.858178389697727e-06,0.0001516092419342332
991,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,3.554672780955454e-05,0.9539612803070516,4.452181188907574e-06,0.00035203898344256696
362,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_stratify_split,,,,,,,3.5380600438973956e-05,0.08049345212188497,5.8171143260258805e-06,0.000102083147780743
895,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_preprocess_income,sett_scale,sett_stratify_split,,,,3.518790615027252e-05,0.18986418543056494,4.063135194891384e-06,0.0001596725455664393
751,sett_cutoff,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,3.514907328609126e-05,0.9192083898779112,4.980880848885413e-06,0.00033482343392022114
643,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_income,,,,,3.466129219020093e-05,0.03485262126798659,3.995726913476286e-06,0.00010601767190836719
591,sett_exclude_features,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,,3.4611566640601897e-05,0.008098099479547542,4.570786780725611e-06,7.623678008176242e-05
993,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,,3.456036058233097e-05,0.1935598627937084,4.724992644500759e-06,0.00013835544250187642
976,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_preprocess_income,sett_scale,sett_stratify_split,,,3.4541388692315056e-05,0.9342930099829754,5.3098194149761384e-06,0.0003267633318669235
601,sett_exclude_features,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,,,,,,3.43834115944843e-05,0.5917926525252238,6.024551552784634e-06,0.00018208798641614987
495,sett_cutoff,sett_exclude_subgroups,sett_preprocess_income,sett_scale,sett_stratify_split,,,,,,3.430238284980423e-05,0.1712817586295206,4.61903004880159e-06,0.00016743634310706931
1019,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,3.4153422008272555e-05,0.9612337949620963,4.809005763962645e-06,0.0003012930195677466
229,sett_cutoff,sett_exclude_subgroups,sett_model,sett_preprocess_age,,,,,,,3.41363883324574e-05,0.02368296831085137,3.962915802146186e-06,7.20433992691624e-05
866,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_preprocess_income,sett_scale,sett_stratify_split,,,,3.411208089930834e-05,0.17852297447979062,5.219824600335184e-06,0.00016808314559724126
848,sett_cutoff,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_income,,,,3.409579898576048e-05,0.6451764477688071,4.421713913905871e-06,0.0002385032123040512
681,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_fairness_grouping,sett_scale,sett_stratify_split,,,,,3.407962608175706e-05,0.9097899340397662,2.7765304878440355e-06,0.0003401785101930057
420,sett_cutoff,sett_encode_categorical,sett_exclude_subgroups,sett_scale,sett_stratify_split,,,,,,3.360042978928385e-05,0.1661147217479104,2.8251500549828635e-06,0.00016561821729595833
1021,sett_encode_categorical,sett_exclude_features,sett_exclude_subgroups,sett_fairness_grouping,sett_model,sett_preprocess_age,sett_preprocess_income,sett_scale,sett_stratify_split,,3.3502415676222445e-05,0.7843361518940636,4.8595532265863064e-06,0.0002545753071494173
